Youtuber,Video Title,NEGATIVE,NEUTRAL,POSITIVE
Ed Sheeran,I like this song - The real Ed Sheeran,0.3522000014781952,0.6247000098228455,0.023099999874830246
Ed Sheeran,Ed Sheeran - Azizam (Live from Ipswich),0.3522000014781952,0.6247000098228455,0.023099999874830246
Ed Sheeran,So fun rocking Oslo with @thisissigrid hometown hero. She’s one of the coolest x,0.3522000014781952,0.6247000098228455,0.023099999874830246
Infobells - Hindi,Bhaiya Aur Behena -Raksha Bandhan | Hindi Rhymes & Cartoons | Infobells #hindirhymes #rakshabandhan,0.3522000014781952,0.6247000098228455,0.023099999874830246
Infobells - Hindi,चंदा मामा दूर के | Chanda Mama Dur Ke | Hindi Rhymes &Cartoons | Infobells #chandamama #hindirhymes,0.3522000014781952,0.6247000098228455,0.023099999874830246
Infobells - Hindi,आलू कचालू बेटा को बुखार है -Aloo Kachaloo Sick Song | Hindi Rhymes & Cartoons | Infobells #sicksong,0.3522000014781952,0.6247000098228455,0.023099999874830246
Infobells - Hindi,Mummy Ki Roti Gol Gol Papa Ka Paisa Gol Gol | Hindi Rhymes & Cartoons | Infobells #hindirhymes,0.3522000014781952,0.6247000098228455,0.023099999874830246
Infobells - Hindi,"Gadi Aayi Gadi Aayi – Bus, Train, Airplane, Ship Sab Laayi! Hindi Rhymes for Kids | Infobells",0.3522000014781952,0.6247000098228455,0.023099999874830246
Taylor Swift,The #TSSummer2025 collection. Available at store.taylorswift.com while supplies last! ☀️,0.3522000014781952,0.6247000098228455,0.023099999874830246
Taylor Swift,Anti-Hero (Behind The Scenes with The Ghosts In The Room),0.3522000014781952,0.6247000098228455,0.023099999874830246
Taylor Swift,cardigan (behind the scenes - forest & ocean),0.3522000014781952,0.6247000098228455,0.023099999874830246
Taylor Swift,"Anti-Hero (Behind the Scenes with Mike Birbiglia, John Early & Mary Elizabeth Ellis)",0.3522000014781952,0.6247000098228455,0.023099999874830246
Taylor Swift,Bejeweled (Behind the Scenes with Dita Von Teese),0.3522000014781952,0.6247000098228455,0.023099999874830246
Ariana Grande,Ariana Grande - twilight zone (a cappella),0.3522000014781952,0.6247000098228455,0.023099999874830246
Ariana Grande,Ariana Grande - twilight zone (instrumental),0.3522000014781952,0.6247000098228455,0.023099999874830246
Ariana Grande,Ariana Grande - twilight zone (official music video),0.3522000014781952,0.6247000098228455,0.023099999874830246
Ariana Grande,Ariana Grande - supernatural (official music video),0.3522000014781952,0.6247000098228455,0.023099999874830246
Ariana Grande,"Ariana Grande - brighter days ahead (behind the scenes, part two)",0.3522000014781952,0.6247000098228455,0.023099999874830246
BillionSurpriseToys  - Nursery Rhymes & Cartoons,Bridge of Danger: The T-Rex Finale! #billionsurprisetoys #kidssongs #shorts #cartoon,0.3522000014781952,0.6247000098228455,0.023099999874830246
BillionSurpriseToys  - Nursery Rhymes & Cartoons,🔴LIVE | Family police pretend play,0.3522000014781952,0.6247000098228455,0.023099999874830246
BillionSurpriseToys  - Nursery Rhymes & Cartoons,Billion Surprise Toys is Live🔴Family Rescue Mission,0.3522000014781952,0.6247000098228455,0.023099999874830246
BillionSurpriseToys  - Nursery Rhymes & Cartoons,Billion Surprise Toys is Live🔴Helping each other,0.3522000014781952,0.6247000098228455,0.023099999874830246
BillionSurpriseToys  - Nursery Rhymes & Cartoons,Billion Surprise Toys is Live🔴Family vs. Dinosaurs,0.3522000014781952,0.6247000098228455,0.023099999874830246
JuegaGerman,Que Pasaría Si Los Humanos DESAPARECIERAN? 🫥,0.3522000014781952,0.6247000098228455,0.023099999874830246
JuegaGerman,FINAL De La Llama COME CEREBROS Ha Llegado!!,0.3522000014781952,0.6247000098228455,0.023099999874830246
JuegaGerman,Desafio con MI NOVIA ❤️,0.3522000014781952,0.6247000098228455,0.023099999874830246
JuegaGerman,LA PARALISIS DE SUEÑO ES HORRIBLE!!!!!!,0.3522000014781952,0.6247000098228455,0.023099999874830246
JuegaGerman,Cuánto Tardarían Estos Personajes En Acabar Con La Humanidad 🌎💥,0.3522000014781952,0.6247000098228455,0.023099999874830246
Billie Eilish,On Tour in Europe by Billie (Leg 1),0.3522000014781952,0.6247000098228455,0.023099999874830246
Billie Eilish,blue.m4a (BLUE Mid-Writing Process),0.3522000014781952,0.6247000098228455,0.023099999874830246
Billie Eilish,paralyzed.m4a (BITTERSUITE Mid-Writing Process),0.3522000014781952,0.6247000098228455,0.023099999874830246
Billie Eilish,playing diner for ricky.m4a (THE DINER Mid-Writing Process),0.3522000014781952,0.6247000098228455,0.023099999874830246
Billie Eilish,playing claudia love of my life.m4a (L’AMOUR DE MA VIE Mid-Writing Process),0.3522000014781952,0.6247000098228455,0.023099999874830246
Get Movies,Сборник добрых серий | Коллекция любимых серий Маша и Медведь,0.3522000014781952,0.6247000098228455,0.023099999874830246
Get Movies,НОВАЯ ИГРА — НОВЫЕ ИСТОРИИ 📚🌈 Трейлер игры «Говорящий Том и Друзья: мир»,0.3522000014781952,0.6247000098228455,0.023099999874830246
Get Movies,Сборник добрых серий | Коллекция любимых серий Маша и Медведь,0.3522000014781952,0.6247000098228455,0.023099999874830246
Get Movies,Ам Ням Истории Om Nom Stories- мультики для малышей - 6 серия 1 сезон,0.3522000014781952,0.6247000098228455,0.023099999874830246
Get Movies,Мастер Витя и Мотор - ПРЕМЬЕРА НОВОГО МУЛЬТФИЛЬМА! - 5 серия,0.3522000014781952,0.6247000098228455,0.023099999874830246
Shemaroo,Ajay Devgn और Sanjay Dutt का जबरदस्त एक्शन सीन ! 💪🔥 | Son Of Sardaar | Best Action Scene (4K),0.3522000014781952,0.6247000098228455,0.023099999874830246
Shemaroo,"Bhoot | Full Supernatural Horror Movie First Time in 4K 😱💀 | Urmila Matondkar, Ajay Devgan, Rekha",0.3522000014781952,0.6247000098228455,0.023099999874830246
Shemaroo,शेर हूँ कोई कुत्ता नहीं जो बुलाने पर आजाऊंगा | Ajay Devgn & Sanjay Dutt | Son Of Sardaar Comedy (4K),0.3522000014781952,0.6247000098228455,0.023099999874830246
Shemaroo,घर के अंदर है इसलिए ज़िंदा हैं ! | Ajay Devgn VS Sanjay Dutt | Son Of Sardaar Comedy Scene (4K),0.3522000014781952,0.6247000098228455,0.023099999874830246
Shemaroo,कधी हस भी लिया करो! 😜🤣 | Ajay Devgn & Sonakshi Sinha | Son Of Sardaar - Best Comedy Scene (4K),0.3522000014781952,0.6247000098228455,0.023099999874830246
Badabun,"Deja de correr, deja de buscar respuestas, sólo escucha este mensaje",0.3522000014781952,0.6247000098228455,0.023099999874830246
Badabun,¿Por qué Claudia ayuda tanto a Oaxaca?,0.3522000014781952,0.6247000098228455,0.023099999874830246
Badabun,Se hizo viral en TikTok por crear un combustible más limpio y ahora nadie sabe dónde está,0.3522000014781952,0.6247000098228455,0.023099999874830246
Badabun,En Tijuana los perritos ya son tratados como humanos,0.3522000014781952,0.6247000098228455,0.023099999874830246
Badabun,La historia de un niño hondureño que llegó hasta la presidencia,0.3522000014781952,0.6247000098228455,0.023099999874830246
SonyMusicIndiaVEVO,JalRaj - O Sanam (Reprise) | Lyrical Video | JalRaj | Lucky Ali,0.3522000014781952,0.6247000098228455,0.023099999874830246
SonyMusicIndiaVEVO,"Ay Sakhi - Lyrical Video | Raanjhanaa | Sonam Kapoor | Dhanush | A.R. Rahman | Chinmayi, Madhushree",0.3522000014781952,0.6247000098228455,0.023099999874830246
SonyMusicIndiaVEVO,"Tu Hi Haqeeqat - Reprise | Lyrical Video | JalRaj | Emraan Hashmi, Soha Ali Khan | Javed Ali",0.3522000014781952,0.6247000098228455,0.023099999874830246
SonyMusicIndiaVEVO,"Jaadu Wali Chimki - Lyrics | Aap Jaisa Koi | R. Madhavan, Fatima Sana Shaikh",0.3522000014781952,0.6247000098228455,0.023099999874830246
SonyMusicIndiaVEVO,Hamari Adhuri Kahani - Encore | Lyrical Video | Emraan Hashmi | Vidya Balan | Jeet Gannguli,0.3522000014781952,0.6247000098228455,0.023099999874830246
